DENOMINACION,TIPOVIA,PARTICULA,NOMBREVIA,DISTRITO,X,Y,GRADOACCESIBILIDAD,LINEAS
PLAYA DE BARLOVENTO-PLAYA DE ZARAUZ,Calle,de la,Playa de Barlovento,21.0,449821.0,4480640.0,T,"151, 166"
PLAYA DE AMERICA-AERONAVE,Calle,de la,Playa América,21.0,450312.0,4480687.0,P,"151, 166"
PLAYA DE AMERICA-AERONAVE,Calle,de la,Playa América,21.0,450290.0,4480685.0,P,"151, 166, N4"
Pº INFANTA ISABEL-ALFONSO XII,Paseo,de la,Infanta Isabel,3.0,441707.0,4473372.0,T,"10, 14, 26, 32, C1"
BRAVO MURILLO-ISLAS FILIPINAS,Calle,de,Bravo Murillo,7.0,440386.0,4477232.0,T,"3, 37, 149, N23"
AV.PABLO NERUDA-AV.PALOMERAS,Avda,de,Pablo Neruda,13.0,445214.0,4470906.0,T,57
MARTINEZ DE LA RIVA,Calle,de,Martínez de la Riva,13.0,443639.0,4471603.0,T,"111, 310"
Cº POZO TIO RAIMUNDO-CTRA.V.VALLECAS,Cmno,del,Pozo del Tío Raimundo,18.0,445299.0,4469253.0,T,130
TORRELAGUNA-AV.BADAJOZ,Calle,de,Torrelaguna,15.0,444641.0,4477394.0,T,11
TORRELAGUNA Nº 70,Calle,de,Torrelaguna,15.0,444346.0,4478035.0,T,53
MURIAS DE PAREDES-MORERUELA,Calle,de,Murias de Paredes,16.0,446359.0,4481883.0,T,87
BERROCAL-CANCHAL,Calle,del,Canchal,17.0,442591.0,4466571.0,T,"85, 123, N12"
CAMPOS IBAÑEZ-Pº ESTACION,Calle,de,Pilar Lorengar,17.0,441892.0,4467449.0,T,"85, 123"
AV.LOGROÑO-LOS BREZOS,Avda,de,Logroño,21.0,450135.0,4479441.0,T,"105, 112, 115, N4"
MELCHOR FDEZ.ALMAGRO-PZA.CARBALLO,Calle,de,Melchor Fernández Almagro,8.0,440443.0,4481135.0,T,147
MELCHOR FDEZ.ALMAGRO-AV.BETANZOS,Calle,de,Melchor Fernández Almagro,8.0,439880.0,4480948.0,T,147
DR.ESQUERDO-AV.CDAD.BARCELONA,Calle,del,Doctor Esquerdo,3.0,442875.0,4472785.0,T,"10, 56, 156"
AVDA. CDAD.BARCELONA-DR.ESQUERDO,Avda,de la,Ciudad de Barcelona,3.0,442796.0,4472767.0,T,"24, 37, 54, 57, 141, N10, N25"
DUQUE DE RIVAS,Calle,del,Duque de Rivas,1.0,440180.0,4474098.0,T,"18, 23"
GLORIETA MARIANO SALVADOR MAELLA,Calle,de las,Islas Bahamas,8.0,438927.0,4480993.0,T,127
CESAR MANRIQUE-ISLA MALAITA,Calle,de,César Manrique,8.0,439004.0,4480827.0,T,"127, 132, N21"
GTA.MARIANO SALVADOR MAELLA,Gta,de,Mariano Salvador Maella,8.0,438974.0,4481065.0,T,127
GTA.FCO.BAYEU Y SUBIAS-DR.R.CASTROVIEJO,Calle,del,Doctor Ramón Castroviejo,9.0,437731.0,4480734.0,T,82
DR.RAMON CASTROVIEJO-AV.MIRAFLORES,Calle,del,Doctor Ramón Castroviejo,9.0,437937.0,4480657.0,T,82
SAN MARTIN DE PORRES-GUISANDO,Calle,de,San Martín de Porres,9.0,438323.0,4480512.0,T,"82, 137, N20"
GRAN VIA Nº 65,Calle, ,Gran Vía,1.0,439883.0,4475119.0,T,"44, 75, 133, 148"
AV. CORDOBA-HOSPITAL 12 DE OCTUBRE,Avda,de,Córdoba,12.0,441047.0,4470000.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
PRINCIPE DE VERGARA-MUSEO DE LA CIUDAD,Calle,del,Príncipe de Vergara,5.0,442598.0,4477521.0,T,"29, 52"
ENTRADA PPAL.HOSPITAL 12 DE OCTUBRE,Avda,de,Córdoba,12.0,441018.0,4469978.0,T,"29, 52"
AV.CORDOBA-HOSPITAL 12 DE OCTUBRE,Avda,de,Córdoba,12.0,441037.0,4469991.0,T,81
AV.CORDOBA-HOSPITAL 12 DE OCTUBRE,Avda,de,Córdoba,12.0,441048.0,4470024.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
AV.CORDOBA-TOMELLOSO,Avda,de,Córdoba,12.0,440905.0,4470587.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
VENTA DEL BATAN,Paseo,de la,Venta,9.0,436131.0,4473925.0,T,33
PLAYA DE AMERICA-CNO.VIEJO HORTALEZA,Calle,de la,Playa América,21.0,450485.0,4480887.0,P,151
PLAYA DE AMERICA-CNO.VIEJO HORTALEZA,Calle,de la,Playa América,21.0,450470.0,4480891.0,P,151
SERRANO-PADILLA,Calle,de,Serrano,4.0,441847.0,4476195.0,T,"9, 19, 51"
EDUARDO DATO-RUBEN DARIO,Paseo,de,Eduardo Dato,7.0,441419.0,4476234.0,T,"40, 147"
Pº CASTELLANA-Pº EDUARDO DATO,Paseo,de la,Castellana,7.0,441685.0,4476245.0,T,"5, 14, 27, 45, 150, N1, N22, N24"
Pº CASTELLANA-Pº EDUARDO DATO,Paseo,de la,Castellana,4.0,441748.0,4476269.0,T,"5, 14, 27, 45, 150, N1, N22, N24"
JUAN J.LOPEZ IBOR-DR.RAMON CASTROVIEJO,Calle,del,Doctor Juan José López Ibor,9.0,438381.0,4480641.0,T,64
AV.DEMOCRACIA-ARBOLEDA,Avda,de la,Democracia,13.0,447065.0,4470799.0,T,130
Pº. CASTELLANA-JORGE MANRIQUE,Calle,de,Jorge Manrique,5.0,441496.0,4477441.0,T,"7, 14, 27, 40, 147, 150, N22, N24"
VALDERREBOLLO-PUERTO PORZUNA,Calle,de,Valderrebollo,18.0,446834.0,4469412.0,T,103
VALDERREBOLLO-NAVAMURES,Calle,de,Valderrebollo,18.0,446833.0,4469573.0,T,103
"AVDA.MANOTERAS, 34",Avda,de,Manoteras,16.0,443735.0,4482341.0,T,150
COLEGIATA-TOLEDO,Calle,de la,Colegiata,1.0,440130.0,4474057.0,T,"2, M1, M3"
COLEGIATA,Calle,de la,Colegiata,1.0,440144.0,4474051.0,T,35
TOLEDO Nº 24,Calle,de,Toledo,1.0,440078.0,4474136.0,T,"M3, N26"
CONCEPCION JERONIMA,Calle,de,Concepción Jerónima,1.0,440133.0,4474136.0,T,17
ALCOCER-AV.REAL DE PINTO,Ctra,de,Carabanchel a Villaverde,17.0,440163.0,4467057.0,T,"22, 76, 86, 130, N14"
CTRA.CCHEL A VILLAVERDE-PTE.ALCOCER,Ctra,de,Carabanchel a Villaverde,17.0,440134.0,4467057.0,T,131
CTRA.CCHEL A VILLAVERDE-PTE.ALCOCER,Ctra,de,Carabanchel a Villaverde,17.0,440147.0,4467077.0,T,131
CERRO NEGRO-AV.CIUDAD DE BARCELONA,Calle,del,Cerro Negro,3.0,443248.0,4472406.0,T,148
AV.CDAD.BARCELONA-M30,Avda,de la,Ciudad de Barcelona,3.0,443245.0,4472428.0,T,"8, 10, 24, 37, 54, 56, 57, 136, 141, 310, N10, N25"
TOLEDO-LA PALOMA,Calle,de,Toledo,1.0,439763.0,4473425.0,T,"17, 18, 23, 35"
RONDA DE TOLEDO-GTA.EMBAJADORES,Ronda,de,Toledo,1.0,440394.0,4473193.0,T,"41, 60, 148, C03, C1"
GINZO DE LIMIA-FERMIN CABALLERO,Calle,de,Ginzo de Limia,8.0,440209.0,4481894.0,T,127
RONDA TOLEDO-GTA.EMBAJADORES,Ronda,de,Toledo,2.0,440387.0,4473162.0,T,"41, 60, 148, C03, C2"
FCOS.RODRIGUEZ-FULGENCIO DE MIGUEL,Calle,de,Francos Rodríguez,6.0,440422.0,4478714.0,T,126
FCOS.RODRIGUEZ-BRAVO MURILLO,Calle,de,Francos Rodríguez,6.0,440436.0,4478687.0,T,"64, 128"
VALENCIA DE DON JUAN-GINZO DE LIMIA,Calle,de,Valencia de Don Juan,8.0,440205.0,4482038.0,T,"67, 133, N23"
FERMIN CABALLERO-GINZO DE LIMIA,Calle,de,Fermín Caballero,8.0,440150.0,4481894.0,T,"67, 127, 133"
FERMIN CABALLERO-COLEGIO VALDELUZ,Calle,de,Fermín Caballero,8.0,439991.0,4481809.0,T,"67, 124, 127, 133"
VILLAVICIOSA-GALICIA,Calle,de,Villaviciosa,10.0,434713.0,4472326.0,T,65
FERMIN CABALLERO-COLEGIO VALDELUZ,Calle,de,Fermín Caballero,8.0,439997.0,4481794.0,T,"67, 127, 133"
Pº PONTONES-RONDA SEGOVIA,Paseo,de,Pontones,2.0,439637.0,4473325.0,T,"17, 41"
EMILIO MUÑOZ-HERMANOS GARCÍA NOBLEJAS,Calle,de,Emilio Muñoz,20.0,446536.0,4475917.0,T,28
EMILIO MUÑOZ-HERMANOS GARCÍA NOBLEJAS,Calle,de,Emilio Muñoz,20.0,446525.0,4475933.0,T,28
TOLEDO-PUERTA DE TOLEDO,Calle,de,Toledo,2.0,439703.0,4473242.0,T,"17, 18, 23, 35, 41, N16, N26"
GRAN VIA SAN FRANCISCO-PTA.TOLEDO,Avda,de la,Gran Vía de San Francisco,1.0,439677.0,4473460.0,T,"3, 60, 148, M3, N16"
TOLEDO-HUMILLADERO,Calle,de,Toledo,1.0,439837.0,4473599.0,T,"2, 17, 18, 23, 35, 60, N26"
AV. MEDITERRANEO-ABTAO,Avda,del,Mediterráneo,3.0,442973.0,4473374.0,T,"14, 32, 63"
CRUZ DEL SUR-PERSEO,Calle,de la,Cruz del Sur,3.0,443349.0,4473406.0,T,32
DR.ESQUERDO-PZA.CONDE CASAL,Calle,del,Doctor Esquerdo,3.0,443191.0,4473240.0,T,"56, 156"
ALBERGUE JUVENIL,Paseo,del,Robledal,9.0,436769.0,4474157.0,T,33
Pº. EXTREMADURA-MILAGROSA,Paseo,de,Extremadura,10.0,437724.0,4473847.0,T,"31, 33, 36, 39, 65, N19"
MATEO INURRIA-PLAZA DE CASTILLA,Calle,de,Mateo Inurria,5.0,441754.0,4479955.0,T,"5, 66, 70, 107, 129, 174"
AVDA.ROSALES-TANATORIO,Avda,de,Los Rosales,12.0,441966.0,4468515.0,T,"23, N12"
PLAYA DE ZARAUZ-PLAYA DE LA CALETA,Calle,de la,Playa de Zarauz,21.0,450069.0,4480643.0,T,151
MATEO INURRIA-PZA.DE CASTILLA,Calle,de,Mateo Inurria,5.0,441771.0,4479935.0,T,"5, 70, 107, 129"
PLAYA DE ZARAUZ-PLAYA DE AMERICA,Calle,de la,Playa de Zarauz,21.0,450070.0,4480655.0,T,151
PRINCIPE DE VERGARA-MUSEO DE LA CIUDAD,Calle,del,Príncipe de Vergara,5.0,442560.0,4477544.0,T,"29, 52"
AV.CORDOBA Nº 19,Avda,de,Córdoba,12.0,440852.0,4470868.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
AV.CORDOBA-PIEDRABUENA,Avda,de,Córdoba,12.0,440848.0,4470830.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
AVDA.CORDOBA Nº 27,Avda,de,Córdoba,12.0,440909.0,4470618.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
GTA. SANTA MARIA DE LA CABEZA,Gta,de,Santa María de la Cabeza,2.0,440812.0,4472685.0,T,"6, 55, E1, N14"
ARCOS DE JALÓN-ALBERICIA,Calle,de,Arcos de Jalón,20.0,447922.0,4475313.0,T,153
AQUITANIA-TOSCANA,Calle,de,Aquitania,20.0,448150.0,4474836.0,T,"106, 140, 153, 159, E2, N7"
SINFONIA-DANZA,Calle,de la,Sinfonía,10.0,434397.0,4469688.0,T,139
AV.AVIACION-VALLE INCLAN,Avda,de la,Aviación,10.0,434247.0,4469855.0,T,"138, 139, N19"
RIVAS-AV.DEL PARQUE,Calle,de,Rivas,19.0,450397.0,4472095.0,T,T23
PZA.CARDENAL CISNEROS-AERONAUTICA,Plaza,del,Cardenal Cisneros,9.0,438515.0,4477073.0,T,"82, 132, G, N20, U"
GTA. CUATRO CAMINOS,Gta,de,Cuatro Caminos,6.0,440385.0,4477849.0,T,64
GTA. CUATRO CAMINOS,Gta,de,Cuatro Caminos,6.0,440380.0,4477844.0,T,128
ARCIPRESTE DE HITA-FERNANDO EL CATOLICO,Calle,del,Arcipreste de Hita,9.0,439209.0,4476391.0,T,"1, 44, 62, 138, C2, N21, NC2"
STA.ENGRACIA Nº 162,Calle,de,Santa Engracia,7.0,440455.0,4477715.0,T,"3, 37, 45, 149, N23"
AV.COMPLUTENSE-PARANINFO,Avda,a,Complutense,9.0,438393.0,4477912.0,T,"82, 132, G, N20, U"
AV.COMPLUTENSE-PARANINFO,Avda,a,Complutense,9.0,438373.0,4477904.0,T,"82, 132, G, N20, U"
AV.COMPLUTENSE-MEDICINA,Avda,a,Complutense,9.0,438456.0,4477444.0,T,"82, 132, G, N20, U"
AV.COMPLUTENSE-FARMACIA,Avda,a,Complutense,9.0,438427.0,4477671.0,T,"82, 132, G, U"
AV.PTA DE HIERRO-PALACIO MONCLOA,Avda,de,Puerta de Hierro,9.0,438043.0,4477526.0,T,"83, 133, 162"
AV.PUERTA DE HIERRO-AGRONOMOS,Avda,de,Puerta de Hierro,9.0,438325.0,4477179.0,T,"83, 133, 162"
SAN MODESTO-SAN DACIO,Calle,de,San Modesto,8.0,441703.0,4481972.0,T,135
EMBAJADORES-GTA.EMBAJADORES,Calle,de los,Embajadores,2.0,440565.0,4473070.0,T,"60, 78, 148, N17"
Pº ACACIAS-GTA.EMBAJADORES,Paseo,de las,Acacias,2.0,440382.0,4473103.0,T,"34, 36, 119, N12, N15"
SAN MODESTO-VIRGEN DE ARANZAZU,Calle,de,San Modesto,8.0,441627.0,4481978.0,T,135
VIRGEN DE ARANZAZU-SAN MODESTO,Calle,de la,Virgen de Aránzazu,8.0,441653.0,4482006.0,T,"124, 137, N24"
MONFORTE DE LEMOS-PASEO CASTELLANA,Avda,de,Monforte de Lemos,8.0,441759.0,4480960.0,T,"67, 124, 134, 135, N24"
MONFORTE DE LEMOS-Pº CASTELLANA,Avda,de,Monforte de Lemos,8.0,441754.0,4480947.0,T,147
AV.ANDALUCIA-BOHEMIOS,Avda,de,Andalucía,17.0,441238.0,4467694.0,T,"22, 59, 79, 85"
AV.ANDALUCIA-ANOETA,Calle,de,Anoeta,17.0,441242.0,4467343.0,T,"22, 59, 79, 85"
BARCELO-TRIBUNAL,Calle,de,Barceló,1.0,440677.0,4475526.0,T,40
ALMAGRO-Pº EDUARDO DATO,Calle,de,Almagro,7.0,441455.0,4476184.0,T,7
AV.MEDITERRANEO-MORATALAZ,Avda,del,Mediterráneo,3.0,443367.0,4473330.0,T,"63, 143, 145"
CABEZA MESADA-MARTIN MUÑOZ POSADAS,Calle,de,Cabeza Mesada,18.0,446818.0,4469820.0,P,N9
NARCIS MONTURIOL-SANGENJO,Calle,de,Narcís Monturiol,8.0,440761.0,4482026.0,T,"67, 83"
CENTRO DE CARGA AEREA 1,Avda, ,Central,21.0,450891.0,4478756.0,T,114
THALER-VIA LUSITANA,Calle,del,Thaler,11.0,437245.0,4468991.0,T,"118, N16"
HOSPITAL INFANTA LEONOR-URGENCIAS,Calle,del,Provisional Hospital Vallecas Dos,18.0,447791.0,4471114.0,N,H1
HOSPITAL INFANTA LEONOR-ACCESO PRINCIPAL,Calle,del,Provisional Hospital Vallecas Dos,18.0,447682.0,4471147.0,T,H1
HOSPITAL INFANTA LEONOR-CONS.EXTERNAS,Calle, ,Provisional Hospital Vallecas Dos,18.0,447559.0,4471158.0,T,H1
PROFESOR ARANGUREN-FILOSOFIA B,Calle,del,Profesor Aranguren,9.0,437894.0,4478069.0,T,"F, G"
PRINCIPE VIANA-ARENAS Y NAVARRO,Calle,del,Príncipe de Viana,8.0,432550.0,4480397.0,T,162
PRINCIPE DE VIANA-ARENAS Y NAVARRO,Calle,del,Príncipe de Viana,9.0,432548.0,4480383.0,T,162
AV.DEL PARQUE-TRANSFORMADOR,Avda,del,Parque,19.0,450525.0,4472326.0,T,T23
ALBERICIA-AV.GUADALAJARA,Calle,de la,Albericia,20.0,448136.0,4475056.0,T,153
SANTA PRISCA,Calle,de,Santa Prisca,15.0,445045.0,4475553.0,T,15
CTRA.VICALVARO-VALLECAS-JESUS DEL PINO,Ctra,de,Vicálvaro a Vallecas,13.0,446948.0,4470714.0,T,"54, 58, 103, 142, 143"
AV.ALBUFERA-SIERRA DEL CADI,Avda,de la,Albufera,13.0,444036.0,4471898.0,T,"54, 58, 136, N10, N25"
MOGAMBO-LA VIOLETERA,Calle,de,Mogambo,13.0,444469.0,4470318.0,T,"57, 144"
Pº STA.Mª CABEZA-ZUJAR,Paseo,de,Santa María de la Cabeza,11.0,439397.0,4471248.0,T,"55, 60, N17"
AV.OPORTO-Cº VIEJO LEGANES,Avda,de,Oporto,11.0,438366.0,4471066.0,T,"55, 81, 108, 247, N17"
HERMANOS GARCÍA NOBLEJAS-AV.ARCENTALES,Calle,de los,Oporto,20.0,446862.0,4475204.0,T,"4, 38, 48, N6"
VENTISQUERO CONDESA-COLLADO MARICHIVA,Avda,del,Ventisquero de la Condesa,8.0,439399.0,4482598.0,T,49
AV.MARUJA MALLO-Cº DE MONTORO,Avda,de,Maruja Mallo,16.0,446642.0,4481436.0,T,87
INDALECIO PRIETO-COPERNICO,Bulv,de,Indalecio Prieto,19.0,447192.0,4472062.0,T,"8, 71"
AV.ROSALES-RUTILO,Avda,de,Los Rosales,12.0,441685.0,4468783.0,T,"23, N12"
DR.GARCIA TAPIA-RABAT,Avda,del,Doctor García Tapia,14.0,446818.0,4473338.0,T,"30, 100, N8"
DR.GARCIA TAPIA-FTE.CARRANTONA,Avda,del,Doctor García Tapia,14.0,446610.0,4473400.0,T,30
AFUERAS A VALVERDE-SOTO DEL REAL,Calle,de,Afueras a Valverde,8.0,441676.0,4483406.0,T,"66, 137, N24, SE704"
RIBERA DEL LOIRA-AV.PARTENON,Calle,de la,Ribera del Loira,21.0,447375.0,4479569.0,T,104
AV.MORATALAZ-PZA.CORR.ALONSO AGUILAR,Avda,de,Moratalaz,14.0,444341.0,4473332.0,T,"8, 20"
ERMITA VIRGEN DE LA SOLEDAD-ARIADNA,Gta,de la,Ermita de la Virgen de la Soledad,21.0,450786.0,4479997.0,T,112
SIMCA-HORIZON,Calle,a,Simca,12.0,439967.0,4468868.0,T,60
CERRO NEGRO-CALIFORNIA,Calle,del,Cerro Negro,3.0,443097.0,4472181.0,T,"113, 148"
AV.PEÑA PRIETA-MENDIVIL,Avda,de,Peña Prieta,13.0,443540.0,4472613.0,T,"8, 113, 141"
CAMPO NACIONES-GTA.J.DE BORBON,Gta,de,S.A.R. Don Juan de Borbón y Battemberg,21.0,447863.0,4479240.0,T,104
AV.ANDALUCIA-ALCOCER,Avda,de,Andalucía,17.0,441235.0,4467091.0,T,"59, 79, N13"
VERBENA DE LA PALOMA,Avda,de,Andalucía,17.0,441211.0,4468214.0,T,"22, 59, 79, 85"
AV.ANDALUCIA-DULZURA,Avda,de,Andalucía,17.0,441226.0,4468008.0,T,"22, 59, 79, 85"
PZA.DE ALSACIA,Plaza,de,Alsacia,20.0,447245.0,4474523.0,T,70
PASEO PINTOR ROSALES-BENITO GUTIERREZ,Paseo,del,Pintor Rosales,9.0,438795.0,4475922.0,T,21
GLORIETA EMILIO CASTELAR,Paseo,de la,Castellana,4.0,441704.0,4476542.0,T,"7, 16, 40, 147"
MOTRICO-LASARTE,Calle,de,Motrico,9.0,431394.0,4480473.0,T,162
ALCALÁ-CASTELLÓ,Calle,de,Alcalá,4.0,442214.0,4475014.0,T,"15, 52, 146, N2, N3, N5, N7"
MARIA DE MAEZTU-IRENE CABA ALBA,Calle,de,María de Maeztu,8.0,438131.0,4482397.0,T,170
GLORIA FUERTES-MARÍA MONTESSORI,Calle,de,Gloria Fuertes,8.0,438108.0,4482649.0,T,170
GLORIA FUERTES-FEDERICA MONTSENY,Calle,de,Federica Montseny,8.0,438349.0,4482860.0,T,170
SENDA DEL INFANTE-GLORIA FUERTES,Calle,de la,Senda del Infante,8.0,438520.0,4483008.0,T,170
ESTACIÓN DE PITIS,Calle,de,Gloria Fuertes,8.0,438599.0,4483146.0,T,170
COSTA BRAVA-MORALZARZAL,Calle,de la,Costa Brava,8.0,439489.0,4483333.0,T,170
COSTA BRAVA-MORALZARZAL,Calle,de la,Costa Brava,8.0,439488.0,4483347.0,T,170
COSTA BRAVA-MARBELLA,Calle,de la,Costa Brava,8.0,439918.0,4483440.0,T,170
COSTA BRAVA-MARBELLA,Calle,de la,Costa Brava,8.0,439911.0,4483449.0,T,170
PORTOMARÍN-ISABEL COLBRAND,Calle,de,Portomarín,8.0,443266.0,4485214.0,T,170
PORTOMARIN-ISABEL COLBRAND,Calle,de,Portomarín,8.0,443281.0,4485230.0,T,170
AV.NICETO ALCALÁ ZAMORA-OCTAVIO PAZ,Avda,de,Niceto Alcalá Zamora,16.0,444921.0,4483158.0,T,170
AV.NICETO ALCALÁ ZAMORA-OCTAVIO PAZ,Avda,de,Niceto Alcalá Zamora,16.0,444955.0,4483179.0,T,170
INGENIERO EMILIO HERRERA-PRÍNCIPE CARLOS,Avda,del,Alcalde Conde de Mayalde,16.0,444837.0,4482779.0,T,170
PRÍNCIPE CARLOS-ALCALDE ÁLVAREZ DE VILLAAMIL,Calle,del,Príncipe Carlos,16.0,444924.0,4482547.0,T,170
FRANCISCO SILVELA-PRINCIPE DE VERGARA,Calle,de,Francisco Silvela,5.0,442411.0,4477019.0,T,73
DOCTOR REINOSA-LEOPOLDO ALAS CLARÍN,Calle,del,Doctor Reinosa,8.0,438019.0,4481642.0,T,67
PRINCIPE DE VERGARA-JORGE JUAN,Calle,del,Príncipe de Vergara,4.0,442393.0,4475186.0,T,52
ÁREA INTERMODAL FELIPE II,Avda,de,Felipe II,4.0,442726.0,4475271.0,T,"15, 29, 215, E2, E3"
ÁREA INTERMODAL FELIPE II,Avda,de,Felipe II,4.0,442719.0,4475256.0,T,152
ÁREA INTERMODAL FELIPE II,Avda,de,Felipe II,4.0,442749.0,4475254.0,T,30
AV.ARAGÓN Nº400,Avda,de,Aragón,20.0,452769.0,4477968.0,T,88
LOLA FLORES-PADRE POVEDA,Calle,de,Lola Flores,20.0,454052.0,4477530.0,T,88
AV.ARAGÓN-IVECO PEGASO,Avda,de,Aragón,20.0,453646.0,4477844.0,T,88
LUIS OCAÑA-GALES,Calle,de,Luis Ocaña,19.0,453122.0,4472090.0,T,"159, N6"
LUIS OCAÑA-GALES,Calle,de,Luis Ocaña,19.0,453110.0,4472070.0,T,159
ALCALDE ANDRÉS MADRID DÁVILA-CASA DE TILLY,Calle,del,Alcalde Andrés Madrid Dávila,19.0,453563.0,4472598.0,T,159
DOCE DE OCTUBRE-DR.TOLOSA LATOUR,Calle,del,Doctor Tolosa Latour,12.0,440823.0,4470305.0,T,81
AV.CAMILO JOSÉ CELA Nº39,Avda,de,Camilo José Cela,4.0,443496.0,4476954.0,T,74
ALCALÁ-AV.FELIPE II,Avda,de,Felipe II,4.0,442690.0,4475262.0,T,29
ALCALÁ-AV.FELIPE II,Calle,de,Alcalá,4.0,442676.0,4475280.0,T,43
MARIO MORENO CANTINFLAS-VICTORIA KENT,Calle,de,"Mario Moreno ""Cantinflas""",19.0,452307.0,4472700.0,T,159
CONCEJAL VICTORINO GRANIZO-FRANCISCO GRANDE COVIAN,Calle,del,Concejal Victorino Granizo,19.0,452510.0,4472693.0,T,"159, N6"
VICTORIA KENT-ARROYO DEL CAÑAVERAL,Calle,de,Victoria Kent,19.0,452710.0,4472345.0,T,159
VICTORIA KENT-ARROYO DEL CAÑAVERAL,Calle,de,Victoria Kent,19.0,452719.0,4472365.0,T,"159, N6"
AV.ORCASUR-PZA.PUEBLO,Avda,de,Orcasur,12.0,440575.0,4469065.0,T,"78, 116, N15"
PºCASTELLANA-AZCA,Plaza,de,Pablo Ruiz Picasso,6.0,441495.0,4478076.0,T,"14, 27, 40, 147, 150, N22, N24"
MONASTERIO DE ARLANZA-NTRA.SRA. DE VALVERDE,Calle,de,Monasterio de Arlanza,8.0,441979.0,4484494.0,T,170
PARQUE DE LA PALOMA-V.RAFAELA YBARRA,Calle,del,Parque de la Paloma,12.0,439644.0,4470160.0,T,78
AV.RAFAELA YBARRA-PARQUE DE LA PALOMA,Avda,de,Rafaela Ybarra,12.0,439667.0,4470140.0,T,"6, 60, 81, N15"
LOPEZ DE HOYOS-PRINCIPE DE VERGARA,Calle,de,López de Hoyos,5.0,442588.0,4477209.0,T,"9, 73, N2"
ALCALÁ-SEVILLA,Calle,de,Alcalá,1.0,440878.0,4474638.0,T,51
PZA.MONCLOA,Calle,de la,Princesa,9.0,439117.0,4476408.0,T,160
INTERCAMBIADOR DE MONCLOA,Avda,del,Arco de la Victoria,9.0,439062.0,4476607.0,T,46
SIERRA MOLINA-SIERRA DE ALQUIFE,Calle,de,Sierra Molina,13.0,443494.0,4471327.0,T,24
VILLAMANIN Nº41,Calle,de,Villamanín,10.0,436183.0,4473294.0,T,65
PRINCESA-PZA.ESPAÑA,Calle,de la,Princesa,9.0,439703.0,4475331.0,T,"1, 1, 2, 44, 74, 133, 138, C2, N21, NC2"
JUAN DUQUE-SEGOVIA,Calle,de,Juan Duque,2.0,439064.0,4474122.0,N,"36, 50"
PRINCIPE DE VERGARA-FRANCISCO SILVELA,Calle,del,Príncipe de Vergara,5.0,442541.0,4476966.0,T,"29, 52, 73"
TIERRA DE MELIDE-GTA.MONTE DEL GOZO,Paseo,de la,Tierra de Melide,8.0,443532.0,4484704.0,T,176
CALENDULA-Cº VIEJO DE BURGOS,Calle,de la,Caléndula,16.0,446618.0,4481644.0,T,87
CRTA.BARRIO DE LA FORTUNA-JOAQUIN TURINA,Ctra,del,Barrio de la Fortuna,10.0,435109.0,4469555.0,T,155
JUAN A.SAMARANCH-FINA DE CALDERON,Calle, ,Provisional Parque de Valdebebas Tres,16.0,447814.0,4482958.0,T,"171, 174"
JUAN A.SAMARANCH-JOSEFINA DE CALDERON,Calle, ,Provisional Parque de Valdebebas Tres,16.0,447786.0,4483011.0,T,"171, 174"
MANUEL GUTIERREZ MELLADO-JUAN A.SAMARANCH,Calle, ,Provisional Parque de Valdebebas Veintidos,16.0,447562.0,4483046.0,T,"171, 174, N2"
MANUEL GUTIERREZ MELLADO-SECUNDINO ZUAZO,Calle, ,Provisional Parque de Valdebebas Veintidos,16.0,447581.0,4483101.0,T,"171, 174, N2"
ARROYO DEL MONTE-VENTISQUERO DE LA CONDESA,Calle,del,Arroyo del Monte,8.0,439115.0,4483193.0,T,"49, 170"
ARROYO DEL MONTE-VENTISQUERO DE LA CONDESA,Calle,del,Arroyo del Monte,8.0,439077.0,4483190.0,T,"49, 170"
ESTACION DE PITIS,Calle,de,Gloria Fuertes,8.0,438617.0,4483118.0,T,"64, 82"
MARIA CASARES-MADRE TERESA DE CALCUTA,Calle,al,María Casares,8.0,438691.0,4483081.0,T,"64, 82, N20"
Pº DE LA DIRECCION-JARAMAGOS,Paseo,de la,Dirección,6.0,440356.0,4480362.0,T,"49, N22"
PUERTO PAJARES-ARROYO DEL OLIVAR,Calle,del,Puerto de Pajares,13.0,443646.0,4471891.0,N,10
AV.MENENDEZ PELAYO - O´DONNELL,Avda,de,Menéndez Pelayo,4.0,442399.0,4475028.0,N,152
Pº MORET - MONCLOA,Paseo,de,Moret,9.0,439019.0,4476442.0,T,62
AV.PARTENÓN-RIBERA DEL SENA,Avda,del,Partenón,21.0,447630.0,4479554.0,T,73
AV.BLAS DE LEZO-ILUSIÓN,Avda,de,Blas de Lezo,19.0,453187.0,4473149.0,T,"E5, N6"
ZUMAYA-AMOREBIETA,Calle,de,Zumaya,9.0,431992.0,4480372.0,T,162
MARQUES DE VIANA-Pº DE LA DIRECCION,Calle,del,Marqués de Viana,6.0,440294.0,4479702.0,T,11
