DENOMINACION,TIPOVIA,PARTICULA,NOMBREVIA,DISTRITO,X,Y,GRADOACCESIBILIDAD,LINEAS
ROBERTO DOMINGO - ALCALA,Avda,de los,Toreros,4.0,443979.0,4476069.0,T,"21, 53"
PZA.DE TOROS DE LAS VENTAS,Calle,de,Alcalá,4.0,443841.0,4475963.0,T,"38, 106, 110, 146, 210, N5, N7"
JULIO CAMBA-ALCALA,Calle,de,Julio Camba,4.0,443766.0,4475984.0,T,53
Pº LANCEROS-Pº HUSARES,Paseo,de los,Lanceros,10.0,432813.0,4470309.0,T,139
AV. ARQUEROS-Pº LANCEROS,Avda,de los,Arqueros,10.0,432679.0,4470489.0,T,139
Pº ALABARDEROS,Paseo,de los,Alabarderos,10.0,432663.0,4470248.0,T,139
AVDA.DE LOS POBLADOS-AVDA.ABRANTES,Avda,de los,Poblados,11.0,437679.0,4469701.0,T,"121, 131, 155"
AV.POBLADOS-AV.DEL EURO,Avda,de los,Poblados,11.0,437436.0,4469705.0,T,"121, 131, 155"
AVDA. DE LOS POBLADOS-AVDA.ABRANTES,Calle, ,Vía Lusitana,11.0,437679.0,4469730.0,T,"121, 131, 155"
AV.POBLADOS-VIA LUSITANA,Avda,de los,Poblados,11.0,437908.0,4469696.0,T,"116, 121, 131, 155"
AV.POBLADOS-VIA LUSITANA,Avda,de los,Poblados,11.0,437909.0,4469673.0,T,"116, 121, 131, 155"
AV.POBLADOS-VENTURA DIAZ BERNARDO,Avda,de los,Poblados,11.0,438430.0,4469641.0,T,"116, 121, 131, 155"
AV.POBLADOS-AV.PRINCESA JUANA  AUSTRIA,Avda,de los,Poblados,12.0,439116.0,4469695.0,T,"116, 121, 131"
PASEO DE LA CASTELLANA-JUZGADOS,Paseo,de la,Castellana,6.0,441639.0,4479807.0,T,"5, 27, 147, N22, N24"
Pº EXTREMADURA-AV. AVIACION,Paseo,de,Extremadura,10.0,433418.0,4470817.0,T,"39, N19"
AV.BRUSELAS-PZA.VENECIA,Avda,de,Bruselas,4.0,443874.0,4477074.0,T,"43, 53, 74, N3"
AV.CORDOBA-ANTONIO LOPEZ,Avda,de,Córdoba,12.0,440774.0,4471206.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
"VICTOR DE LA SERNA,16",Calle,de,Víctor de la Serna,5.0,443158.0,4478548.0,T,52
VICTOR DE LA SERNA-AV.RAMON Y CAJAL,Calle,de,Víctor de la Serna,5.0,442963.0,4478363.0,T,52
ISLA DE OZA-SAN MARTIN DE PORRES,Calle,de la,Isla de Oza,9.0,438507.0,4479825.0,T,"82, 137, N20"
A.FDEZ.CLAUSELLS-ISLA DE OZA,Calle,de,Alfonso Fernández Clausells,9.0,438699.0,4479755.0,T,"82, 137, N20"
A.FDEZ.CLAUSELLS-MARTIRES MARISTAS,Calle,de,Alfonso Fernández Clausells,9.0,438699.0,4479436.0,T,"82, 137, N20"
NAVALPERAL-MADRIGAL,Calle,de,Navalperal,9.0,438488.0,4479359.0,T,"82, 137, N20"
JOSE FENTANES-ISLA DE OZA,Calle,de,José Fentanés,9.0,438641.0,4479748.0,T,"82, 137, N20"
JOSE FENTANES-MARTIRES MARISTAS,Calle,de,José Fentanés,9.0,438646.0,4479411.0,T,"82, 137, N20"
NAVALPERAL-MADRIGAL,Calle,de,Navalperal,9.0,438454.0,4479341.0,T,"82, N20"
MARTIRES MARISTAS-JOSE FENTANES,Avda,de los,Mártires Maristas,9.0,438669.0,4479384.0,T,137
ISLA DE OZA-AURORA,Calle,de la,Isla de Oza,9.0,438841.0,4479739.0,T,64
SINESIO DELGADO-DOROTEO BENACHE,Calle,de,Sinesio Delgado,9.0,439403.0,4480008.0,T,126
ALCALDE MARTIN ALZAGA-ALTEA,Calle,del,Alcalde Martín de Alzaga,9.0,439422.0,4479624.0,T,"126, 127, 132, N21"
ALCALDE MARTIN ALZAGA-ALTEA,Calle,del,Alcalde Martín de Alzaga,9.0,439468.0,4479616.0,T,"126, 127, 132, N21"
SINESIO DELGADO-DOROTEO BENACHE,Calle,de,Sinesio Delgado,9.0,439403.0,4479979.0,T,126
ANTONIO MACHADO-ISLA DE OZA,Calle,de,Antonio Machado,9.0,439064.0,4479645.0,T,"126, 127, 132"
ANTONIO MACHADO-SINESIO DELGADO,Calle,de,Antonio Machado,9.0,439151.0,4479835.0,T,126
Pº EXTREMADURA-SAN MANUEL,Calle,de,San Manuel,10.0,435594.0,4472872.0,T,"36, 39, N19"
SAN MARTIN DE PORRES-ISLA DE OZA,Calle,de,San Martín de Porres,9.0,438466.0,4479853.0,T,82
SESEÑA-AV.PADRE PIQUER,Calle,de,Seseña,10.0,434956.0,4472117.0,T,131
SESEÑA-AV.PADRE PIQUER,Calle,de,Seseña,10.0,434921.0,4472104.0,T,121
SAN MARTIN DE PORRES-GUISANDO,Calle,de,San Martín de Porres,9.0,438318.0,4480480.0,T,82
JUAN J.LOPEZ IBOR-DR.RAMON CASTROVIEJO,Calle,del,Doctor Juan José López Ibor,9.0,438402.0,4480570.0,N,"64, 137, N20"
DR.RAMÓN CASTROVIEJO - JOAQUÍN LORENZO,Calle,del,Doctor Ramón Castroviejo,8.0,438765.0,4480827.0,T,"42, 64, N20"
JOAQUIN LORENZO - AV. ILUSTRACIÓN,Calle,de,Joaquín Lorenzo,8.0,438677.0,4480867.0,T,"42, 64, N20"
AV.ING.EMILIO HERRERA-PRINCIPE CARLOS,Calle,del,Príncipe Carlos,16.0,444195.0,4482154.0,T,"150, N1"
AV.Cº SANTIAGO-SIERRA DE ATAPUERCA,Calle,de la,Sierra de Atapuerca,8.0,442966.0,4483605.0,T,"172, 176, 172SF"
BACARES-VELEZ RUBIO,Calle,de,Bacares,16.0,443945.0,4481067.0,T,129
ARCIPRESTE DE HITA-FERNANDO EL CATOLICO,Calle,del,Arcipreste de Hita,9.0,439211.0,4476388.0,T,1
JOSE Mª FDEZ.LANSEROS-ALCALA,Calle,de,José María Fernández Lanseros,15.0,444352.0,4476030.0,T,"110, 210"
ALCALA-VIRGEN DEL SAGRARIO,Calle,de,Alcalá,15.0,445163.0,4476246.0,T,"38, 113, N5"
ALCALA-VIRGEN DEL SAGRARIO,Calle,de,Alcalá,15.0,445150.0,4476268.0,T,"38, 113, N5"
BACARES-VELEZ BLANCO,Calle,de,Bacares,16.0,443921.0,4481113.0,T,29
BACARES-VELEZ RUBIO,Calle,de,Bacares,16.0,443963.0,4481043.0,T,"7, 29"
GTA. FRANCISCO BAYEU Y SUBIAS,Gta,de,Francisco Bayeu y Subías,8.0,437794.0,4480768.0,T,82
AV.ANDALUCIA-DULZURA,Avda,de,Andalucía,17.0,441258.0,4467993.0,T,"22, 59, 79, 85"
AVDA. ANDALUCIA-UNANIMIDAD,Avda,de,Andalucía,17.0,441229.0,4468367.0,T,"18, 86, N13, N14"
AV.ANDALUCIA-ANOETA,Avda,de,Andalucía,17.0,441270.0,4467304.0,T,"22, 59, 79, 85"
AV.ANDALUCIA-DULZURA,Avda,de,Andalucía,17.0,441269.0,4467139.0,T,"59, 79, N13"
AV.ANDALUCIA-CONCILIACION,Avda,de,Andalucía,17.0,441238.0,4468236.0,T,"22, 59, 79, 85"
AV.ANDALUCIA-SAHARA,Avda,de,Andalucía,17.0,441264.0,4467713.0,T,"22, 59, 79, 85"
MENDEZ ALVARO-ARIEL,Calle,de,Méndez Álvaro,2.0,442555.0,4471857.0,T,"102, 148, 152, N11"
Pº EXTREMADURA-FUENTE DE LIMA,Calle,de la,Fuente de Lima,10.0,433565.0,4470886.0,T,"39, N19"
REAL DE ARGANDA-SIERRA TORCAL,Calle,de la,Real de Arganda,18.0,447694.0,4470276.0,T,"58, N9"
AV.C.HERRERA ORIA-LABASTIDA,Avda,del,Cardenal Herrera Oria,8.0,441773.0,4482719.0,T,124
AV.C.HERRERA ORIA-LA BASTIDA,Avda,del,Cardenal Herrera Oria,8.0,441745.0,4482684.0,T,124
AV.C.HERRERA ORIA-ISLA SICILIA,Avda,del,Cardenal Herrera Oria,8.0,441295.0,4482632.0,T,124
AV.C.HERRERA ORIA-ISLA SICILIA,Avda,del,Cardenal Herrera Oria,8.0,441226.0,4482658.0,T,124
JOSE SILVA-AGASTIA,Calle,de,José Silva,15.0,444276.0,4478658.0,T,120
AVDA. CORDOBA-GTA.CADIZ,Avda,de,Córdoba,12.0,440766.0,4471190.0,T,"18, 22, 59, 76, 79, 85, 86, N13, N14"
AVDA. MONASTERIO DE EL ESCORIAL,Avda,de,Monasterio de El Escorial,8.0,441053.0,4484312.0,T,"134, 170, 178, N23"
BESOLLA Nº 11,Calle,de,Besolla,11.0,437713.0,4470004.0,T,"47, 108, 118, N16"
ANTONIO LEYVA-MARQUES VADILLO,Calle,de,Antonio de Leyva,11.0,439399.0,4472279.0,T,"116, SE832"
RAIMUNDO FDEZ.VILLAVERDE-ALONSO CANO,Calle,de,Raimundo Fernández Villaverde,7.0,441061.0,4477735.0,T,C1
EMILIO MUÑOZ-MIGUEL YUSTE,Calle,de,Emilio Muñoz,20.0,447267.0,4476369.0,T,28
NICOLÁS SALMERÓN-AV.INSTITUCION L.ENSEÑANZA,Calle,de,Nicolás Salmerón,15.0,447109.0,4474525.0,T,"106, N7"
EDGAR NEVILLE-HERNANI,Calle,del,General Moscardó,6.0,441007.0,4477884.0,T,"5, 149"
AVDA.DONOSTIARRA-M30,Avda,de,Donostiarra,15.0,444264.0,4476436.0,T,"21, 48"
AVENIDA DONOSTIARRA-M30,Avda,de,Donostiarra,15.0,444272.0,4476455.0,T,"21, 48"
AVDA. PADRE HUIDOBRO-CAMARINES,Avda,del,Padre Huidobro,9.0,434865.0,4479496.0,T,162
AVDA. ARCENTALES-SAN ROMUALDO,Avda,de,Arcentales,20.0,447634.0,4476312.0,T,"153, N5"
SAN ROMUALDO-CRONOS,Calle,de,San Romualdo,20.0,447488.0,4476535.0,T,153
SAN ROMUALDO-CRONOS,Calle,de,San Romualdo,20.0,447466.0,4476529.0,T,153
EMILIO MUÑOZ-ALFONSO GOMEZ,Calle,de,Emilio Muñoz,20.0,447070.0,4476243.0,T,28
EMILIO MUÑOZ-ALFONSO GOMEZ,Calle,de,Emilio Muñoz,20.0,447092.0,4476233.0,T,28
MIGUEL YUSTE-EMILIO MUÑOZ,Calle,de,Miguel Yuste,20.0,447313.0,4476357.0,T,N5
SILVANO-HAENDEL,Calle,de,Silvano,16.0,447057.0,4479508.0,T,73
SILVANO-JOSE DOMINGO RUS,Calle,de,Silvano,16.0,446442.0,4479520.0,T,"120, N3"
PEDROÑERAS-EL PROVENCIO,Calle,de las,Pedroñeras,16.0,446696.0,4479708.0,T,"73, 120"
PEDROÑERAS-EL PROVENCIO,Calle,de las,Pedroñeras,16.0,446692.0,4479664.0,T,"73, 120, N3"
PLAZA DEL MAR,Calle,del,Batel,21.0,450219.0,4478346.0,T,"101, 112, 115, 151, N4"
FDEZ.DE LOS RIOS-HILARION ESLAVA,Calle,de,Fernández de los Ríos,7.0,439261.0,4476540.0,T,"16, 61"
ISIS-GALATEA,Calle,de,Isis,16.0,448072.0,4478134.0,T,115
GUADALAJARA-EDUARDO MAZON,Calle,de,Guadalajara,16.0,447955.0,4478312.0,T,"105, 115, 153"
ALCALA-ARTURO SORIA,Calle,de,Alcalá,15.0,446088.0,4476805.0,T,"77, 104, N5"
CEDACEROS-CARRERA SAN JERÓNIMO,Calle,de,Cedaceros,1.0,440864.0,4474480.0,T,53
OCA-MATILDE HERNANDEZ,Calle,de la,Oca,11.0,437784.0,4471457.0,T,"55, N16, N26"
SAN CIPRIANO-CAÑOS DE SAN PEDRO,Calle,de,San Cipriano,19.0,448997.0,4472981.0,T,"4, 106"
ARTURO SORIA-AV.MANUEL AZAÑA,Calle,de,Arturo Soria,15.0,443743.0,4481719.0,T,"125, 129, 150, N1"
ARTURO SORIA-AV.MANUEL AZAÑA,Calle,de,Arturo Soria,15.0,443775.0,4481706.0,T,"125, 129, 150"
FCO.SILVELA-DIEGO DE LEON,Calle,de,Alonso Heredia,4.0,442942.0,4476404.0,T,"12, C2"
PZA.DE LIMA,Plaza,de,Lima,5.0,441562.0,4478324.0,T,120
CONDE DE PEÑALVER-DIEGO DE LEON,Calle,del,Conde de Peñalver,4.0,442877.0,4476377.0,T,26
AV.CDAD.BARCELONA-PACIFICO,Avda,de la,Ciudad de Barcelona,3.0,442906.0,4472664.0,T,136
DR. ESQUERDO-AV.CDAD.BARCELONA,Calle,del,Doctor Esquerdo,3.0,442897.0,4472766.0,T,"10, 56, 156"
"DR.FEDERICO RUBIO Y GALI, 1",Avda,del,Doctor Federico Rubio y Galí,6.0,440051.0,4477897.0,T,44
AVENIDA DE LOS ANDES-ABELIAS,Avda,de los,Andes,16.0,447121.0,4478479.0,T,104
AVENIDA DE LOS ANDES-JARILLA,Avda,de los,Andes,16.0,447106.0,4478521.0,T,104
HUMERA-ARROYO POZUELO,Calle,de,Húmera,9.0,433764.0,4478432.0,T,160
ARROYO POZUELO-HUMERA,Calle,del,Arroyo de Pozuelo,9.0,433804.0,4478471.0,T,"160, N28"
AV.CARD.HERRERA ORIA-ISLA DE TABARCA,Avda,del,Cardenal Herrera Oria,8.0,438895.0,4481517.0,T,"64, 83, 133"
ALMAGRO-ZURBANO,Calle,de,Almagro,7.0,441344.0,4475947.0,T,7
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,5.0,441707.0,4480061.0,T,135
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,5.0,441713.0,4480085.0,T,67
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,5.0,441716.0,4480102.0,T,"129, 177"
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,5.0,441721.0,4480128.0,T,176
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,5.0,441704.0,4480046.0,T,70
INTERCAMBIADOR PLAZA DE CASTILLA,Calle,de,San Benito,5.0,441724.0,4480143.0,T,175
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,5.0,441727.0,4480158.0,T,178
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,5.0,441731.0,4480173.0,T,134
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,6.0,441698.0,4480099.0,T,"42, 49"
INTERCAMBIADOR PLAZA DE CASTILLA,Paseo,de la,Castellana,6.0,441705.0,4480130.0,T,"173, 174"
HERMANOS GARCÍA NOBLEJAS-JOSE BLAS,Calle,de,José de Blas,20.0,446773.0,4475372.0,T,70
SAN CIPRIANO-MINERVA,Calle,de,San Cipriano,19.0,449259.0,4472923.0,T,"4, E3, E5"
SAN CIPRIANO-MINERVA,Calle,de,San Cipriano,19.0,449256.0,4472904.0,T,"4, E3, E5"
PºROBLEDAL-DANTE,Paseo,del,Robledal,9.0,436927.0,4473698.0,T,33
VILLAMANIN-VILLAGARCIA,Calle,de,Villamanín,10.0,436170.0,4473274.0,T,"33, 65"
AV.CANTABRIA-PZA.DEL MAR,Avda,de,Cantabria,21.0,450257.0,4478434.0,T,"112, 114, 115"
AV.ALBUFERA-AV.BUENOS AIRES,Avda,de la,Albufera,13.0,444557.0,4471628.0,T,"54, 58, 103, 136, N25"
BATEL-PLAZA DEL MAR,Calle,del,Batel,21.0,450198.0,4478371.0,T,114
EMBAJADORES-Pº STA.Mª CABEZA,Calle,de,EMBAJADORES,2.0,440734.0,4472732.0,T,"60, 78, 148, N17"
PIO FELIPE-AV.ALBUFERA,Calle,de,Monleón,13.0,444577.0,4471698.0,T,"54, 143, N10"
INTERCAMBIADOR PZA. CASTILLA,Plaza,de,Castilla,6.0,441675.0,4479989.0,T,27
AVENIDA DE LA PESETA-VIA LUSITANA,Avda,de la,Peseta,11.0,436912.0,4468606.0,T,"35, 118, N16"
REAL-CALDERILLA,Calle,del,Real,11.0,437188.0,4468493.0,T,35
AGUACATE-AVENIDA DEL EURO,Calle,del,Aguacate,11.0,437070.0,4469135.0,T,"108, 118"
AGUACATE-AVENIDA DEL EURO,Calle,del,Aguacate,11.0,437080.0,4469146.0,T,"108, 118"
THALER-VIA LUSITANA,Calle,de la,Treseta,11.0,437227.0,4468974.0,T,"118, N16"
CALDERILLA-THALER,Calle,de la,Treseta,11.0,437414.0,4468774.0,T,"118, N16"
CALDERILLA-THALER,Calle,de la,Calderilla,11.0,437410.0,4468723.0,T,"118, N16"
CALDERILLA-REAL,Calle,de la,Calderilla,11.0,437256.0,4468561.0,T,"118, E1, N16"
CALDERILLA-REAL,Calle,de la,Calderilla,11.0,437282.0,4468543.0,T,"118, E1, N16"
ENRIQUE LARRETA-AGUSTIN DE FOXA,Calle,de,Enrique Larreta,5.0,441883.0,4480176.0,T,"5, 66"
ARCAUTE-SAMANIEGO,Calle,de,Arcaute,20.0,450903.0,4477344.0,N,"77, 167"
BRAVO MURILLO-SOR ANGELA DE LA CRUZ,Calle,de,Bravo Murillo,6.0,440926.0,4479376.0,T,"66, 124"
INGENIERO EMILIO HERRERA-PRINCIPE CARLOS,Avda,del,Alcalde Conde de Mayalde,16.0,444807.0,4482798.0,T,"170, N1"
ESFINGE-SAN FAUSTINO,Calle,de la,Esfinge,20.0,448577.0,4476978.0,T,"28, 48"
LUCANO-FENELON,Calle,de,Lucano,20.0,448326.0,4476760.0,T,"28, 48, 140"
VILLACARRILLO-AV.ENTREVIAS,Calle,de,Villacarrillo,13.0,443918.0,4470019.0,T,"102, 103, N11"
CONGOSTO-PEÑA CERVERA,Calle,del,Congosto,18.0,447616.0,4469336.0,T,"54, N9"
FUENTIDUEÑA-CENTRO DE SALUD,Calle,de,Peña Sorrapía,18.0,447291.0,4469452.0,T,142
AV.QUINTA Nº 4,Avda, ,Quinta,20.0,449525.0,4477817.0,T,"77, N5"
ALCALA-EDUARDO TERAN,Calle,de,Alcalá,20.0,448024.0,4477594.0,T,"77, 105, 140, 153, 165, N5"
CRISTO VICTORIA-JASPE,Calle,del,Cristo de la Victoria,12.0,440193.0,4470307.0,T,78
NICOLAS SALMERON-MATAMOROSA,Calle,de,Nicolás Salmerón,15.0,446663.0,4474725.0,T,"70, 106"
MATEO INURRIA-PLAZA DE CASTILLA,Calle,de,Mateo Inurria,5.0,441823.0,4479972.0,N,SE704
BRAVO MURILLO-PZA.CASTILLA,Calle,de,Bravo Murillo,6.0,441579.0,4479858.0,T,"49, 66, 124, 149"
AV.POBLADOS-INTERCAMBIADOR ALUCHE,Avda,de los,Poblados,10.0,435526.0,4470945.0,T,"121, 131, 139"
BRAVO MURILLO-PLAZA CASTILLA,Calle,de,Bravo Murillo,6.0,441563.0,4479889.0,T,"49, 66, 124"
PLAZA MANUEL BECERRA-FCO.SILVELA,Calle,de,Francisco Silvela,4.0,443345.0,4475744.0,T,"143, 156"
AV.POBLADOS-INTERCAMBIADOR ALUCHE,Avda,de los,Poblados,10.0,435409.0,4471109.0,T,131
GRAL.RICARDOS-CNO.VIEJO DE LEGANES,Calle,del,General Ricardos,11.0,438746.0,4471914.0,T,"34, 35, 118, 119, N26"
ANTONIO LOPEZ-GTA.MARQUES DE VADILLO,Calle,de,Antonio López,11.0,439472.0,4472304.0,T,"23, N15"
MARCELO USERA-GABRIEL USERA,Calle,de,Marcelo Usera,12.0,439976.0,4470991.0,T,"47, 247, N15"
AV.RAFAELA YBARRA-DOLORES BARRANCO,Avda,de,Rafaela Ybarra,12.0,439742.0,4470598.0,T,"6, 60, 81, N15"
AV.RAFAELA YBARRA-SIMCA,Avda,de,Rafaela Ybarra,12.0,439643.0,4468937.0,T,"60, 131"
ORDICIA-AVDA.RAFAELA YBARRA,Calle,de,Ordicia,12.0,439571.0,4468897.0,T,60
SIMCA-TALBOT,Calle,de,Simca,12.0,439789.0,4468870.0,T,60
SIMCA-DODGE,Calle,de,Simca,12.0,439723.0,4468890.0,T,60
SIMCA-HORIZON,Calle,de,Simca,12.0,439918.0,4468889.0,T,60
ORDICIA-GUETARIA,Calle,de,Ordicia,12.0,439399.0,4468898.0,T,60
GUETARIA-ORDICIA,Calle,de,Guetaria,12.0,439363.0,4468886.0,T,6
AV.RAFAELA YBARRA-BEASAIN,Avda,de,Rafaela Ybarra,12.0,439626.0,4468924.0,T,"6, 131"
RAFAELA YBARRA-ALZOLA,Avda,de,Rafaela Ybarra,12.0,439641.0,4469114.0,T,131
AV.RAFAELA YBARRA-VILLABONA,Avda,de,Rafaela Ybarra,12.0,439626.0,4469127.0,T,"6, 131"
GENOVA-PZA.COLON,Calle,de,Génova,1.0,441469.0,4475394.0,T,"21, 37, C03"
Pº RECOLETOS-BIBLIOTECA NACIONAL,Paseo,de,Recoletos,1.0,441490.0,4475263.0,T,"5, 14, 27, 45, 53, 150, N1, N22, N23, N24, N25, N26"
GTA.DE LA MEDUSA,Calle,de,Luis de la Mata,16.0,448135.0,4478268.0,T,"105, 114, 115"
ARCIPRESTE DE HITA-FERNANDO EL CATOLICO,Calle,del,Arcipreste de Hita,9.0,439220.0,4476373.0,T,"82, 132"
AV.COMPLUTENSE-MEDICINA,Avda,a,Complutense,9.0,438431.0,4477427.0,T,"82, 132, G, N20, U"
AV.COMPLUTENSE-CIENCIAS INFORMACION,Avda,a,Complutense,9.0,438402.0,4477660.0,T,"82, 132, G, U"
GRAN VIA-SAN BERNARDO,Calle,a,Gran Vía,1.0,440094.0,4474939.0,T,"1, 1, 2, 3, 46, 74, 146, N16, N18, N19, N20, N21"
PICO ARTILLEROS-L.HOYOS SAINZ,Calle,del,Pico de los Artilleros,14.0,445845.0,4473240.0,T,32
O´DONNELL-SALIENTE,Calle,de,Saliente,3.0,443605.0,4474828.0,T,"28, 71"
AV.POBLADOS-AV.CARABANCHEL BAJO,Avda,de los,Poblados,11.0,436704.0,4469855.0,T,"47, 121, 131"
EMILIO MUÑOZ-STA.LEONOR,Calle,de,Emilio Muñoz,20.0,446809.0,4476066.0,T,28
RIOS ROSAS-MODESTO LAFUENTE,Calle,de,Ríos Rosas,7.0,441140.0,4477233.0,T,"12, 45"
ALCALA-PLAZA MANUEL BECERRA,Calle,de,Alcalá,4.0,443279.0,4475641.0,T,"21, 43, 53, 146, N5, N7"
SAGASTA-MANUEL SILVELA,Calle,de,Sagasta,7.0,440802.0,4475757.0,T,"21, C03"
MQUES.URQUIJO-MARTIN DE LOS HEROS,Calle,del,Marqués de Urquijo,9.0,439035.0,4475890.0,T,21
SAGASTA-MANUEL SILVELA,Calle,de,Sagasta,1.0,440824.0,4475733.0,T,"21, 37, C03, N23"
PZA.DE LEGAZPI-BOLIVAR,Calle,de,Bolívar,2.0,441167.0,4471615.0,T,"8, 45"
ALCOCER-LITOS,Calle,de,Alcocer,17.0,440558.0,4467026.0,T,"22, 86, 130, N14"
PASEO CHOPERA-PZA.GRAL.MAROTO,Paseo,de la,Chopera,2.0,440786.0,4471943.0,T,62
EMBAJADORES-GTA.STA.MªDE LA CABEZA,Calle,de,Embajadores,2.0,440814.0,4472626.0,T,"78, 148"
Pº STA.Mª DE LA CABEZA-PºESPERANZA,Paseo,de,STA.Mª DE LA CABEZA,2.0,440538.0,4472408.0,T,"55, 60, N17"
EZEQUIEL SOLANA-FCO.VILLAESPESA,Calle,de,Ezequiel Solana,15.0,445522.0,4475780.0,T,109
JULIAN CAMARILLO-SANTA LEONOR,Calle,de,Julián Camarillo,20.0,446774.0,4476395.0,T,105
ESCALONA-AV.PADRE PIQUER,Calle,de,Escalona,10.0,434963.0,4472022.0,T,131
AV.DE AMERICA-CIUDAD PEGASO,Avda,de,América,21.0,449519.0,4478114.0,T,"114, 115"
CENTRO DE CARGA AEREA-2,Avda, ,Central,21.0,451096.0,4478488.0,T,114
JUAN I.LUCA TENA-ALEGRIA DE ORIA,Calle,de,Juan Ignacio Luca de Tena,20.0,446192.0,4477805.0,T,"114, 146, N4"
CARAMUEL-DOÑA MENCIA,Calle,de,Caramuel,10.0,438314.0,4473651.0,T,138
Pº CASTELLANA-MAURICIO RAVEL,Paseo,de la,Castellana,5.0,441862.0,4480627.0,T,"67, 124, 134, 135, 147, N24"
AFUERAS A VALVERDE Nº 14,Calle,de,Afueras a Valverde,8.0,441729.0,4483460.0,T,"66, 137, N24, SE704"
CAPITAN BLANCO ARGIBAY-PINOS BAJA,Calle,del,Capitán Blanco Argibay,6.0,440462.0,4480016.0,T,"49, 177, N22"
SAN CIPRIANO-Pº ARTILLEROS,Calle,de,San Cipriano,19.0,448484.0,4473016.0,T,"4, 106, E3, E5, N7"
SANTA SUSANA Nº8,Calle,de,Santa Susana,16.0,445338.0,4481178.0,T,"107, N2"
AV.SAN LUIS-CUEVAS DE ALMANZORA,Avda,de,San Luis,16.0,443890.0,4480730.0,T,"107, 125"
MATEO INURRIA-AV.RECUERDO,Calle,de,Mateo Inurria,5.0,442359.0,4480084.0,T,"70, 107, 129, 174"
GOLONDRINA-ARROYO POZUELO,Calle,de la,Golondrina,9.0,433542.0,4478386.0,T,"160, 161, 163"
AV.BETANZOS-M.FDEZ.ALMAGRO,Avda,de,Betanzos,8.0,439824.0,4480883.0,T,"42, 49, 126, 128, N22"
DRACENA Nº23,Calle,de la,Drácena,5.0,443271.0,4479610.0,T,52
MADRE ANTONIA PARIS-AVDA.BADAJOZ,Calle,de la,Madre Antonia París,15.0,444813.0,4477417.0,T,"11, N3"
RONDA DE TOLEDO-RIBERA CURTIDORES,Ronda,de,Toledo,1.0,440062.0,4473271.0,T,"41, 60, 148, C03, C1, NC1"
RIBERA MANZANARES-STA.OLALLA,Calle,de la,Ribera del Manzanares,9.0,438252.0,4475534.0,T,"41, 75"
RONDA DE SEGOVIA-GIL IMON,Ronda,de,Segovia,2.0,439402.0,4473506.0,T,C2
FCO.PI Y MARGALL-ALCALDE MORENO TORRES,Avda,de,Francisco Pi y Margall,16.0,444608.0,4482368.0,T,"172, 174, 172SF, BR1, N1"
ARGANDA-PASEO YESERIAS,Calle,de,Arganda,2.0,440346.0,4472313.0,P,62
GARGANTILLA-PASEO ESPERANZA,Calle,de,Gargantilla,2.0,440400.0,4472478.0,P,62
AV.POBLADOS-GUETARIA,Avda,de los,Poblados,12.0,439339.0,4469694.0,T,"116, 121, 131"
AV.POBLADOS-AV.PRINCESA JUANA AUSTRIA,Avda,de los,Poblados,12.0,439081.0,4469715.0,T,"116, 121, 131"
AV.POBLADOS-GUETARIA,Avda,de los,Poblados,12.0,439337.0,4469713.0,T,"116, 121, 131"
AV.RAFAELA YBARRA-AV.POBLADOS,Avda,de,Rafaela Ybarra,12.0,439630.0,4469701.0,T,"6, 60, 78, 81"
LOPEZ DE HOYOS-CARDENAL SILICEO,Calle,de,López de Hoyos,5.0,443120.0,4477626.0,T,"9, 73, N2"
LOPEZ DE HOYOS-ARTURO SORIA,Calle,de,López de Hoyos,15.0,444176.0,4479170.0,T,"9, 72, 73, N2, N3"
ARROYO DE FONTARRON,Avda.,de,Moratalaz,14.0,444744.0,4473177.0,T,8
AV.DE LA PESETA-VALLE DEL BOI,Cmno,de las,Piqueñas,11.0,435245.0,4468851.0,T,155
BAHIA DE LA CONCHA-BAHIA DE MALAGA,Calle,de,Bahía de la Concha,21.0,449733.0,4480000.0,P,"151, 166"
VALHONDO-TORNADO,Calle,de,Valhondo,21.0,449704.0,4480386.0,P,151
VALHONDO-TORNADO,Calle,de,Valhondo,21.0,449691.0,4480397.0,P,151
BAHIA DE LA CONCHA-BAHIA DE MALAGA,Calle,de,Bahía de la Concha,21.0,449718.0,4479993.0,P,"151, 166"
VALHONDO-CICLON,Calle,de,Valhondo,21.0,449959.0,4480456.0,T,"105, 151, 166"
PLAYA DE BARLOVENTO-PLAYA DE ZARAUZ,Calle,de la,Playa de Zarauz,21.0,449851.0,4480647.0,P,"151, 166"
